Event Type,Organization Name,Facility Name,Direction,City,County,State,Create Time,Close Time,Event Description,Responding Organization Id,Latitude,Longitude
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/25/2013 05:00:00 AM,11/25/2013 07:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 7:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/25/2013 02:00:00 AM,11/25/2013 04:01:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 4:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/24/2013 10:00:00 AM,11/24/2013 12:02:00 PM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 12:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/24/2013 07:00:00 AM,11/24/2013 10:59:00 AM,"Madison Square Garden: Special event, concert on Madison Square Garden the Arena (Manhattan)   until 11:00 P.M. Kanye West",Madison Square Garden,40.750127,-73.989876
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/24/2013 07:00:00 AM,11/24/2013 08:57:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 9:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Meadowlands Complex,MetLife Stadium,,,Bergen,NJ,11/24/2013 04:25:00 AM,11/24/2013 07:50:00 AM,Meadowlands Complex: Special event on MetLife Stadium (Bergen)  until further notice NY Giants vs. Dallas Cowboys,Meadowlands Complex,40.81143815,-74.0767765
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/24/2013 04:00:00 AM,11/24/2013 06:01:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 6:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/24/2013 01:00:00 AM,11/24/2013 03:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 3:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/23/2013 10:00:00 AM,11/23/2013 11:57:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 12:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/23/2013 09:30:00 AM,11/23/2013 11:32:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 11:30 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/23/2013 08:00:00 AM,11/23/2013 11:02:00 AM,"Madison Square Garden: Special event, concert on Madison Square Garden the Arena (Manhattan)   until 11:00 P.M. Kanye West",Madison Square Garden,40.750127,-73.989876
special event,Madison Square Garden,The Beacon Theatre,,,New York,NY,11/23/2013 08:00:00 AM,11/23/2013 11:02:00 AM,"Madison Square Garden: Special event, concert on The Beacon Theatre (New York)   until 11:00 P.M. Hot Tuna",Madison Square Garden,40.78044953,-73.98138374
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/23/2013 07:00:00 AM,11/23/2013 09:00:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 9:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/23/2013 06:00:00 AM,11/23/2013 10:02:00 AM,"Madison Square Garden: Special event, boxing on Madison Square Garden the Theater (Manhattan)   until 10:00 P.M. Glory 12 Lighweight World Championship Kickboxing Tournament",Madison Square Garden,40.749996,-73.988892
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/23/2013 04:00:00 AM,11/23/2013 06:00:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 6:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/23/2013 01:00:00 AM,11/23/2013 03:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 3:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/22/2013 11:00:00 AM,11/22/2013 01:01:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 1:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,The Beacon Theatre,,,New York,NY,11/22/2013 08:00:00 AM,11/22/2013 11:02:00 AM,"Madison Square Garden: Special event, concert on The Beacon Theatre (New York)   until 11:00 P.M. Amos Lee",Madison Square Garden,40.78044953,-73.98138374
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/22/2013 08:00:00 AM,11/23/2013 12:01:00 PM,"Madison Square Garden: Special event, boxing on Madison Square Garden the Theater (Manhattan)   until 11:59 P.M. Battle of the Badges NYPD vs. FDNY",Madison Square Garden,40.749996,-73.988892
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/22/2013 08:00:00 AM,11/22/2013 10:00:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 10:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/22/2013 05:00:00 AM,11/22/2013 10:00:00 AM,"Madison Square Garden: Special event, basketball game on Madison Square Garden the Arena (Manhattan)   until 10:00 P.M. 2K Sports Classic benefiting Wounded Warrior Project - Indiana, Connecticut, Boston College & Washiington",Madison Square Garden,40.750127,-73.989876
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/22/2013 05:00:00 AM,11/22/2013 06:58:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 7:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/22/2013 02:00:00 AM,11/22/2013 04:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 4:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/21/2013 08:00:00 AM,11/21/2013 11:02:00 AM,"Madison Square Garden: Special event, concert on Madison Square Garden the Theater (Manhattan)   until 11:00 P.M. Timeflies  - The Warning Signs Tour",Madison Square Garden,40.749996,-73.988892
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/21/2013 07:30:00 AM,11/21/2013 09:30:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 9:30 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/21/2013 07:00:00 AM,11/21/2013 11:02:00 AM,"Madison Square Garden: Special event, basketball game on Madison Square Garden the Arena (Manhattan)   until 11:00 P.M. 2K Sports Classic benefiting Wounded Warrior Project - Indiana, Connecticut, Boston College & Washiington",Madison Square Garden,40.750127,-73.989876
Special event,Meadowlands Complex,MetLife Stadium,,East Rutherford,Bergen,NJ,11/21/2013 03:06:00 AM,12/06/2013 08:19:00 AM,Meadowlands Complex: special event at MetLife Stadium (East Rutherford) Super Bowl 48 The Huddle Tour at the New Jersey High School Football Championships Not currently scheduled,Meadowlands Complex,40.81346007,-74.07428741
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/21/2013 02:00:00 AM,11/21/2013 04:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 4:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/20/2013 11:00:00 AM,11/20/2013 01:01:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 1:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,NY Knicks,Madison Square Garden,,Manhattan,New York,NY,11/20/2013 07:00:00 AM,11/20/2013 09:59:00 AM,"NY Knicks: Special event, basketball game on Madison Square Garden the Arena (Manhattan)   until 10:00 P.M. Knicks vs. Indiana",NY Knicks,40.750127,-73.989876
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/20/2013 02:00:00 AM,11/20/2013 04:28:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 4:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/19/2013 11:00:00 AM,11/19/2013 01:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 1:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,NY Rangers,Madison Square Garden,,Manhattan,New York,NY,11/19/2013 07:30:00 AM,11/19/2013 10:29:00 AM,"NY Rangers: Special event, hockey game on Madison Square Garden the Arena (Manhattan)   until 10:30 P.M. Rangers vs Bruins",NY Rangers,40.750127,-73.989876
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/19/2013 07:30:00 AM,11/19/2013 09:32:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 9:30 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/19/2013 02:00:00 AM,11/19/2013 04:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 4:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/17/2013 10:00:00 AM,11/17/2013 12:02:00 PM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 12:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/17/2013 07:00:00 AM,11/17/2013 09:01:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 9:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,NY Rangers,Madison Square Garden,,Manhattan,New York,NY,11/17/2013 07:00:00 AM,11/17/2013 10:01:00 AM,"NY Rangers: Special event, hockey game on Madison Square Garden the Arena (Manhattan)   until 10:00 P.M. Rangers vs Kings",NY Rangers,40.750127,-73.989876
special event,Meadowlands Complex,MetLife Stadium,,,Bergen,NJ,11/17/2013 04:25:00 AM,11/17/2013 07:26:00 AM,"Meadowlands Complex: Special event, football game on MetLife Stadium (Bergen)   until 7:25 P.M. NY Giants vs. Green Bay Packers",Meadowlands Complex,40.81143815,-74.0767765
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/17/2013 04:00:00 AM,11/17/2013 06:01:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 6:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/17/2013 01:00:00 AM,11/17/2013 03:01:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 3:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/16/2013 10:00:00 AM,11/16/2013 12:02:00 PM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 12:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,The Beacon Theatre,,,New York,NY,11/16/2013 08:00:00 AM,11/16/2013 11:02:00 AM,"Madison Square Garden: Special event, concert on The Beacon Theatre (New York)   until 11:00 P.M. Chris Cornell",Madison Square Garden,40.78044953,-73.98138374
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/16/2013 08:00:00 AM,11/16/2013 11:02:00 AM,"Madison Square Garden: Special event, concert on Madison Square Garden the Theater (Manhattan)   until 11:00 P.M. Widespread Panic",Madison Square Garden,40.749996,-73.988892
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/16/2013 07:30:00 AM,11/16/2013 10:32:00 AM,"Madison Square Garden: Special event, basketball game on Madison Square Garden the Arena (Manhattan)   until 10:30 P.M. Knicks vs. Atlanta",Madison Square Garden,40.750127,-73.989876
special event,NY Islanders,Nassau Veterans Memorial Coliseum,,Hempstead,Nassau,NY,11/16/2013 07:00:00 AM,11/16/2013 10:00:00 AM,"NY Islanders: Special event, hockey game on Nassau Veterans Memorial Coliseum at the Coliseum (Hempstead)   until 10:00 P.M. Islanders vs Red Wings",NY Islanders,40.722675,-73.590286
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/16/2013 07:00:00 AM,11/16/2013 09:00:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 9:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/16/2013 04:00:00 AM,11/16/2013 06:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 6:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/16/2013 01:00:00 AM,11/16/2013 03:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 3:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/15/2013 11:00:00 AM,11/15/2013 01:00:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 1:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,The Beacon Theatre,,,New York,NY,11/15/2013 08:00:00 AM,11/15/2013 11:01:00 AM,"Madison Square Garden: Special event, concert on The Beacon Theatre (New York)   until 11:00 P.M. Rick Ross",Madison Square Garden,40.78044953,-73.98138374
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/15/2013 08:00:00 AM,11/15/2013 11:01:00 AM,"Madison Square Garden: Special event, show on Madison Square Garden the Arena (Manhattan)   until 11:00 P.M. La Salsa Vive!",Madison Square Garden,40.750127,-73.989876
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/15/2013 08:00:00 AM,11/15/2013 10:01:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 10:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Meadowlands Complex,MetLife Stadium,,,Bergen,NJ,11/15/2013 08:00:00 AM,11/15/2013 11:01:00 AM,"Meadowlands Complex: Special event, soccer game on MetLife Stadium (Bergen)   until 11:00 P.M. Argentina vs. Ecuador",Meadowlands Complex,40.81143815,-74.0767765
